date,away,home,actual_winner,v3_picked,v3_pick_prob,v3_home_prob,v3_away_prob,v3_correct,v3_picked_was_dog,v4_picked,v4_pick_prob,v4_home_prob,v4_away_prob,v4_correct,v4_picked_was_dog,disagreement
2025-05-07,SDP,NYY,NYY,NYY,0.5353,0.5353,0.5122,1,0,NYY,0.5371,0.5371,0.5105,1,0,0
2025-05-07,CIN,ATL,CIN,ATL,0.5252,0.5252,0.5224,0,0,ATL,0.5375,0.5375,0.5101,0,0,0
2025-05-07,BAL,MIN,MIN,MIN,0.5372,0.5372,0.5104,1,0,MIN,0.5631,0.5631,0.4842,1,0,0
2025-05-07,CHW,KCR,KCR,KCR,0.5465,0.5465,0.5011,1,0,KCR,0.5714,0.5714,0.4758,1,0,0
2025-05-07,DET,COL,DET,COL,0.5257,0.5257,0.5219,0,0,COL,0.5409,0.5409,0.5067,0,0,0
2025-05-07,TOR,LAA,LAA,TOR,0.5518,0.4956,0.5518,0,0,TOR,0.5581,0.4893,0.5581,0,0,0
2025-05-08,BAL,MIN,MIN,MIN,0.5375,0.5375,0.5101,1,0,MIN,0.5642,0.5642,0.4831,1,0,0
2025-05-08,TEX,BOS,BOS,TEX,0.5256,0.522,0.5256,0,0,BOS,0.5374,0.5374,0.5102,1,1,1
2025-05-08,CHW,KCR,KCR,KCR,0.5478,0.5478,0.4997,1,0,KCR,0.5728,0.5728,0.4744,1,0,0
2025-05-08,DET,COL,DET,COL,0.5283,0.5283,0.5193,0,0,COL,0.5439,0.5439,0.5037,0,0,0
2025-05-08,DET,COL,DET,COL,0.5283,0.5283,0.5193,0,0,COL,0.5439,0.5439,0.5037,0,0,0
2025-05-08,PHI,TBR,PHI,PHI,0.5363,0.5113,0.5363,1,0,PHI,0.5482,0.4993,0.5482,1,0,0
2025-05-08,CIN,ATL,ATL,ATL,0.5263,0.5263,0.5213,1,0,ATL,0.5373,0.5373,0.5103,1,0,0
2025-05-08,TOR,LAA,TOR,TOR,0.5521,0.4954,0.5521,1,0,TOR,0.5568,0.4906,0.5568,1,0,0
2025-05-08,LAD,ARI,ARI,LAD,0.5327,0.5149,0.5327,0,0,LAD,0.5632,0.4842,0.5632,0,0,0
2025-05-09,TEX,DET,DET,TEX,0.5362,0.5114,0.5362,0,0,TEX,0.5433,0.5043,0.5433,0,0,0
2025-05-09,ATL,PIT,PIT,PIT,0.5438,0.5438,0.5037,1,0,PIT,0.5374,0.5374,0.5102,1,0,0
2025-05-09,STL,WAS,STL,STL,0.5279,0.5197,0.5279,1,0,WAS,0.5284,0.5284,0.5192,0,1,1
2025-05-09,MIL,TBR,TBR,TBR,0.5239,0.5239,0.5238,1,0,TBR,0.5243,0.5243,0.5233,1,0,0
2025-05-09,CHC,NYM,NYM,CHC,0.5331,0.5145,0.5331,0,0,CHC,0.5255,0.5222,0.5255,0,0,0
2025-05-09,PHI,CLE,CLE,CLE,0.5372,0.5372,0.5104,1,0,CLE,0.5634,0.5634,0.484,1,0,0
2025-05-09,BOS,KCR,KCR,KCR,0.5434,0.5434,0.5042,1,0,KCR,0.5647,0.5647,0.4826,1,0,0
2025-05-09,MIA,CHW,CHW,MIA,0.5297,0.5179,0.5297,0,0,MIA,0.5449,0.5026,0.5449,0,0,0
2025-05-09,CIN,HOU,HOU,HOU,0.5266,0.5266,0.5211,1,0,CIN,0.5325,0.5151,0.5325,0,1,1
2025-05-09,SFG,MIN,MIN,SFG,0.5387,0.5088,0.5387,0,0,SFG,0.539,0.5086,0.539,0,0,0
2025-05-09,SDP,COL,SDP,SDP,0.5463,0.5012,0.5463,1,0,SDP,0.5718,0.4754,0.5718,1,0,0
2025-05-09,BAL,LAA,BAL,LAA,0.5297,0.5297,0.5179,0,0,LAA,0.5355,0.5355,0.5121,0,0,0
2025-05-09,LAD,ARI,LAD,LAD,0.5348,0.5128,0.5348,1,0,LAD,0.5652,0.4821,0.5652,1,0,0
2025-05-09,TOR,SEA,TOR,SEA,0.5496,0.5496,0.4979,0,0,SEA,0.5787,0.5787,0.4684,0,0,0
2025-05-09,NYY,OAK,NYY,NYY,0.5358,0.5118,0.5358,1,0,NYY,0.5623,0.4851,0.5623,1,0,0
2025-05-10,STL,WAS,STL,STL,0.5275,0.5201,0.5275,1,0,WAS,0.5253,0.5253,0.5224,0,1,1
2025-05-10,ATL,PIT,ATL,PIT,0.5393,0.5393,0.5083,0,0,PIT,0.5351,0.5351,0.5125,0,0,0
2025-05-10,NYY,OAK,OAK,NYY,0.5372,0.5104,0.5372,0,0,NYY,0.5644,0.4829,0.5644,0,0,0
2025-05-10,MIL,TBR,TBR,MIL,0.5244,0.5233,0.5244,0,0,TBR,0.5263,0.5263,0.5213,1,1,1
2025-05-10,TEX,DET,TEX,TEX,0.5346,0.513,0.5346,1,0,TEX,0.539,0.5085,0.539,1,0,0
2025-05-10,PHI,CLE,PHI,CLE,0.5385,0.5385,0.5091,0,0,CLE,0.5659,0.5659,0.4814,0,0,0
2025-05-10,CIN,HOU,CIN,HOU,0.5288,0.5288,0.5188,0,0,CIN,0.531,0.5166,0.531,1,1,1
2025-05-10,BOS,KCR,BOS,KCR,0.5416,0.5416,0.506,0,0,KCR,0.5606,0.5606,0.4868,0,0,0
2025-05-10,MIA,CHW,MIA,MIA,0.5259,0.5217,0.5259,1,0,MIA,0.541,0.5066,0.541,1,0,0
2025-05-10,CHC,NYM,CHC,CHC,0.531,0.5166,0.531,1,0,NYM,0.5251,0.5251,0.5225,0,1,1
2025-05-10,SFG,MIN,MIN,SFG,0.5394,0.5082,0.5394,0,0,SFG,0.5404,0.5072,0.5404,0,0,0
2025-05-10,LAD,ARI,ARI,LAD,0.5336,0.514,0.5336,0,0,LAD,0.5646,0.4827,0.5646,0,0,0
2025-05-10,SDP,COL,SDP,SDP,0.5439,0.5036,0.5439,1,0,SDP,0.5689,0.4784,0.5689,1,0,0
2025-05-10,BAL,LAA,LAA,LAA,0.5288,0.5288,0.5188,1,0,LAA,0.5306,0.5306,0.517,1,0,0
2025-05-10,TOR,SEA,TOR,SEA,0.5493,0.5493,0.4982,0,0,SEA,0.5762,0.5762,0.4709,0,0,0
2025-05-11,CHC,NYM,NYM,CHC,0.5312,0.5164,0.5312,0,0,NYM,0.5247,0.5247,0.5229,1,1,1
2025-05-11,STL,WAS,STL,STL,0.5288,0.5188,0.5288,1,0,WAS,0.524,0.524,0.5236,0,1,1
2025-05-11,ATL,PIT,PIT,PIT,0.5402,0.5402,0.5074,1,0,PIT,0.5363,0.5363,0.5113,1,0,0
2025-05-11,TEX,DET,TEX,TEX,0.5348,0.5128,0.5348,1,0,TEX,0.5401,0.5074,0.5401,1,0,0
2025-05-11,MIL,TBR,MIL,MIL,0.5246,0.523,0.5246,1,0,TBR,0.5258,0.5258,0.5219,0,1,1
2025-05-11,CIN,HOU,HOU,HOU,0.5287,0.5287,0.5189,1,0,CIN,0.531,0.5166,0.531,0,1,1
2025-05-11,BOS,KCR,BOS,KCR,0.5415,0.5415,0.5061,0,0,KCR,0.5588,0.5588,0.4886,0,0,0
2025-05-11,SFG,MIN,MIN,SFG,0.5383,0.5093,0.5383,0,0,SFG,0.5392,0.5084,0.5392,0,0,0
2025-05-11,MIA,CHW,CHW,MIA,0.5284,0.5192,0.5284,0,0,MIA,0.5435,0.5041,0.5435,0,0,0
2025-05-11,SDP,COL,COL,SDP,0.5442,0.5033,0.5442,0,0,SDP,0.5723,0.4749,0.5723,0,0,0
2025-05-11,NYY,OAK,NYY,NYY,0.536,0.5116,0.536,1,0,NYY,0.5635,0.4839,0.5635,1,0,0
2025-05-11,BAL,LAA,BAL,LAA,0.5297,0.5297,0.5179,0,0,LAA,0.5271,0.5271,0.5206,0,0,0
2025-05-11,LAD,ARI,LAD,LAD,0.5337,0.5139,0.5337,1,0,LAD,0.5643,0.483,0.5643,1,0,0
2025-05-11,TOR,SEA,TOR,SEA,0.5474,0.5474,0.5002,0,0,SEA,0.5719,0.5719,0.4753,0,0,0
2025-05-11,PHI,CLE,PHI,CLE,0.5389,0.5389,0.5087,0,0,CLE,0.5634,0.5634,0.4839,0,0,0
2025-05-12,MIL,CLE,CLE,CLE,0.5441,0.5441,0.5034,1,0,CLE,0.5747,0.5747,0.4725,1,0,0
2025-05-12,BOS,DET,DET,BOS,0.5325,0.5151,0.5325,0,0,BOS,0.5618,0.4855,0.5618,0,0,0
2025-05-12,STL,PHI,STL,PHI,0.5335,0.5335,0.5141,0,0,PHI,0.541,0.541,0.5066,0,0,0
2025-05-12,PIT,NYM,NYM,PIT,0.5319,0.5157,0.5319,0,0,PIT,0.5448,0.5027,0.5448,0,0,0
2025-05-12,WAS,ATL,ATL,ATL,0.5301,0.5301,0.5175,1,0,ATL,0.5601,0.5601,0.4873,1,0,0
2025-05-12,MIA,CHC,CHC,CHC,0.543,0.543,0.5046,1,0,CHC,0.5305,0.5305,0.5171,1,0,0
2025-05-12,COL,TEX,TEX,TEX,0.5519,0.5519,0.4955,1,0,TEX,0.5419,0.5419,0.5056,1,0,0
2025-05-12,KCR,HOU,KCR,KCR,0.53,0.5176,0.53,1,0,KCR,0.5522,0.4953,0.5522,1,0,0
2025-05-12,LAA,SDP,LAA,SDP,0.5586,0.5586,0.4888,0,0,SDP,0.5941,0.5941,0.4526,0,0,0
2025-05-12,NYY,SEA,NYY,NYY,0.5247,0.523,0.5247,1,0,NYY,0.5306,0.517,0.5306,1,0,0
2025-05-12,ARI,SFG,ARI,SFG,0.5446,0.5446,0.5029,0,0,SFG,0.5715,0.5715,0.4756,0,0,0
2025-05-13,MIL,CLE,CLE,CLE,0.5411,0.5411,0.5065,1,0,CLE,0.5712,0.5712,0.476,1,0,0
2025-05-13,BOS,DET,DET,BOS,0.5337,0.5139,0.5337,0,0,BOS,0.5629,0.4845,0.5629,0,0,0
2025-05-13,CHW,CIN,CHW,CIN,0.54,0.54,0.5075,0,0,CIN,0.5588,0.5588,0.4886,0,0,0
2025-05-13,TBR,TOR,TBR,TOR,0.53,0.53,0.5176,0,0,TOR,0.5415,0.5415,0.5061,0,0,0
2025-05-13,PIT,NYM,NYM,PIT,0.531,0.5166,0.531,0,0,PIT,0.5434,0.5041,0.5434,0,0,0
2025-05-13,WAS,ATL,ATL,ATL,0.5317,0.5317,0.5159,1,0,ATL,0.5582,0.5582,0.4892,1,0,0
2025-05-13,MIA,CHC,CHC,CHC,0.5398,0.5398,0.5078,1,0,CHC,0.5252,0.5252,0.5224,1,0,0
2025-05-13,COL,TEX,TEX,TEX,0.5511,0.5511,0.4964,1,0,TEX,0.5398,0.5398,0.5078,1,0,0
2025-05-13,KCR,HOU,HOU,KCR,0.531,0.5166,0.531,0,0,KCR,0.5517,0.4958,0.5517,0,0,0
2025-05-13,LAA,SDP,SDP,SDP,0.5593,0.5593,0.4881,1,0,SDP,0.5947,0.5947,0.452,1,0,0
2025-05-13,NYY,SEA,SEA,SEA,0.5243,0.5243,0.5233,1,0,NYY,0.5311,0.5165,0.5311,0,1,1
2025-05-13,ARI,SFG,SFG,SFG,0.5414,0.5414,0.5062,1,0,SFG,0.5683,0.5683,0.4789,1,0,0
2025-05-13,OAK,LAD,OAK,LAD,0.5256,0.5256,0.522,0,0,LAD,0.5572,0.5572,0.4902,0,0,0
2025-05-14,MIN,BAL,MIN,MIN,0.5275,0.5201,0.5275,1,0,MIN,0.5501,0.4974,0.5501,1,0,0
2025-05-14,MIN,BAL,MIN,MIN,0.5275,0.5201,0.5275,1,0,MIN,0.5501,0.4974,0.5501,1,0,0
2025-05-14,STL,PHI,PHI,PHI,0.535,0.535,0.5126,1,0,PHI,0.5466,0.5466,0.501,1,0,0
2025-05-14,STL,PHI,STL,PHI,0.535,0.535,0.5126,0,0,PHI,0.5466,0.5466,0.501,0,0,0
2025-05-14,MIL,CLE,MIL,CLE,0.5435,0.5435,0.5041,0,0,CLE,0.5747,0.5747,0.4724,0,0,0
2025-05-14,ARI,SFG,ARI,SFG,0.5434,0.5434,0.5041,0,0,SFG,0.5704,0.5704,0.4768,0,0,0
2025-05-14,NYY,SEA,NYY,SEA,0.5243,0.5243,0.5234,0,0,NYY,0.5309,0.5167,0.5309,1,1,1
2025-05-14,BOS,DET,DET,BOS,0.533,0.5146,0.533,0,0,BOS,0.5621,0.4852,0.5621,0,0,0
2025-05-14,TBR,TOR,TOR,TOR,0.5281,0.5281,0.5195,1,0,TOR,0.5386,0.5386,0.5089,1,0,0
2025-05-14,PIT,NYM,PIT,PIT,0.5372,0.5104,0.5372,1,0,PIT,0.5517,0.4957,0.5517,1,0,0
2025-05-14,CHW,CIN,CHW,CIN,0.5418,0.5418,0.5057,0,0,CIN,0.5612,0.5612,0.4862,0,0,0
2025-05-14,WAS,ATL,WAS,ATL,0.5298,0.5298,0.5178,0,0,ATL,0.5584,0.5584,0.489,0,0,0
2025-05-14,MIA,CHC,MIA,CHC,0.5424,0.5424,0.5052,0,0,CHC,0.5299,0.5299,0.5177,0,0,0
2025-05-14,COL,TEX,TEX,TEX,0.5529,0.5529,0.4946,1,0,TEX,0.5415,0.5415,0.5061,1,0,0
2025-05-14,KCR,HOU,HOU,KCR,0.5292,0.5184,0.5292,0,0,KCR,0.55,0.4975,0.55,0,0,0
2025-05-14,LAA,SDP,SDP,SDP,0.5592,0.5592,0.4881,1,0,SDP,0.5958,0.5958,0.4508,1,0,0
2025-05-14,OAK,LAD,LAD,OAK,0.524,0.5236,0.524,0,0,LAD,0.5565,0.5565,0.4909,1,1,1
2025-05-15,WAS,ATL,ATL,ATL,0.5304,0.5304,0.5172,1,0,ATL,0.5575,0.5575,0.4899,1,0,0
2025-05-15,MIN,BAL,MIN,MIN,0.5289,0.5187,0.5289,1,0,MIN,0.5544,0.493,0.5544,1,0,0
2025-05-15,CHW,CIN,CIN,CIN,0.542,0.542,0.5056,1,0,CIN,0.5612,0.5612,0.4861,1,0,0
2025-05-15,TBR,TOR,TBR,TOR,0.5279,0.5279,0.5197,0,0,TOR,0.5395,0.5395,0.508,0,0,0
2025-05-15,HOU,TEX,TEX,TEX,0.5353,0.5353,0.5122,1,0,HOU,0.5311,0.5165,0.5311,0,1,1
2025-05-15,OAK,LAD,LAD,LAD,0.5252,0.5252,0.5224,1,0,LAD,0.5579,0.5579,0.4895,1,0,0
2025-05-16,CHW,CHC,CHC,CHC,0.5437,0.5437,0.5039,1,0,CHC,0.5415,0.5415,0.5061,1,0,0
2025-05-16,CLE,CIN,CIN,CLE,0.5398,0.5077,0.5398,0,0,CLE,0.5406,0.507,0.5406,0,0,0
2025-05-16,PIT,PHI,PHI,PHI,0.5413,0.5413,0.5063,1,0,PIT,0.5307,0.5169,0.5307,0,1,1
2025-05-16,WAS,BAL,WAS,WAS,0.5287,0.5189,0.5287,1,0,WAS,0.5404,0.5072,0.5404,1,0,0
2025-05-16,NYM,NYY,NYY,NYY,0.5515,0.5515,0.496,1,0,NYY,0.5661,0.5661,0.4812,1,0,0
2025-05-16,DET,TOR,DET,TOR,0.5382,0.5382,0.5094,0,0,TOR,0.55,0.55,0.4975,0,0,0
2025-05-16,ATL,BOS,ATL,BOS,0.5389,0.5389,0.5087,0,0,BOS,0.5272,0.5272,0.5204,0,0,0
2025-05-16,TBR,MIA,MIA,MIA,0.5305,0.5305,0.5171,1,0,MIA,0.558,0.558,0.4894,1,0,0
2025-05-16,STL,KCR,STL,KCR,0.5306,0.5306,0.517,0,0,KCR,0.5622,0.5622,0.4852,0,0,0
2025-05-16,HOU,TEX,HOU,TEX,0.5336,0.5336,0.514,0,0,HOU,0.5329,0.5147,0.5329,1,1,1
2025-05-16,MIN,MIL,MIN,MIL,0.5384,0.5384,0.5092,0,0,MIN,0.5364,0.5112,0.5364,1,1,1
2025-05-16,COL,ARI,ARI,ARI,0.5342,0.5342,0.5134,1,0,COL,0.5295,0.5181,0.5295,0,1,1
2025-05-16,SEA,SDP,SEA,SDP,0.5254,0.5254,0.5222,0,0,SDP,0.5273,0.5273,0.5203,0,0,0
2025-05-16,LAA,LAD,LAA,LAD,0.5646,0.5646,0.4827,0,0,LAD,0.6047,0.6047,0.4417,0,0,0
2025-05-16,OAK,SFG,SFG,SFG,0.5384,0.5384,0.5092,1,0,SFG,0.5496,0.5496,0.4979,1,0,0
2025-05-17,NYM,NYY,NYM,NYY,0.5518,0.5518,0.4957,0,0,NYY,0.5667,0.5667,0.4806,0,0,0
2025-05-17,CHW,CHC,CHC,CHC,0.5479,0.5479,0.4996,1,0,CHC,0.5484,0.5484,0.4992,1,0,0
2025-05-17,DET,TOR,TOR,TOR,0.5377,0.5377,0.5099,1,0,TOR,0.5486,0.5486,0.4989,1,0,0
2025-05-17,WAS,BAL,WAS,WAS,0.529,0.5186,0.529,1,0,WAS,0.5414,0.5062,0.5414,1,0,0
2025-05-17,TBR,MIA,TBR,MIA,0.5319,0.5319,0.5157,0,0,MIA,0.5599,0.5599,0.4875,0,0,0
2025-05-17,PIT,PHI,PHI,PHI,0.5433,0.5433,0.5043,1,0,PIT,0.5268,0.5209,0.5268,0,1,1
2025-05-17,CLE,CIN,CIN,CLE,0.5411,0.5065,0.5411,0,0,CLE,0.5417,0.5059,0.5417,0,0,0
2025-05-17,HOU,TEX,TEX,TEX,0.5337,0.5337,0.5139,1,0,HOU,0.5348,0.5128,0.5348,0,1,1
2025-05-17,STL,KCR,STL,KCR,0.53,0.53,0.5176,0,0,KCR,0.5615,0.5615,0.4858,0,0,0
2025-05-17,ATL,BOS,BOS,BOS,0.5376,0.5376,0.51,1,0,BOS,0.525,0.525,0.5226,1,0,0
2025-05-17,MIN,MIL,MIN,MIL,0.5378,0.5378,0.5098,0,0,MIN,0.5386,0.509,0.5386,1,1,1
2025-05-17,COL,ARI,COL,ARI,0.5335,0.5335,0.5141,0,0,COL,0.528,0.5196,0.528,1,1,1
2025-05-17,SEA,SDP,SEA,SDP,0.5262,0.5262,0.5214,0,0,SDP,0.5286,0.5286,0.519,0,0,0
2025-05-17,OAK,SFG,SFG,SFG,0.5384,0.5384,0.5092,1,0,SFG,0.5495,0.5495,0.498,1,0,0
2025-05-17,LAA,LAD,LAA,LAD,0.5646,0.5646,0.4827,0,0,LAD,0.6035,0.6035,0.4429,0,0,0
2025-05-18,HOU,TEX,HOU,TEX,0.5346,0.5346,0.513,0,0,HOU,0.5342,0.5134,0.5342,1,1,1
2025-05-18,WAS,BAL,WAS,WAS,0.5301,0.5175,0.5301,1,0,WAS,0.5438,0.5038,0.5438,1,0,0
2025-05-18,PIT,PHI,PHI,PHI,0.5441,0.5441,0.5035,1,0,PIT,0.5254,0.5222,0.5254,0,1,1
2025-05-18,ATL,BOS,ATL,BOS,0.5379,0.5379,0.5097,0,0,BOS,0.5249,0.5249,0.5227,0,0,0
2025-05-18,DET,TOR,DET,TOR,0.5385,0.5385,0.5091,0,0,TOR,0.5495,0.5495,0.498,0,0,0
2025-05-18,CLE,CIN,CIN,CLE,0.5413,0.5063,0.5413,0,0,CLE,0.5422,0.5054,0.5422,0,0,0
2025-05-18,TBR,MIA,MIA,MIA,0.5312,0.5312,0.5164,1,0,MIA,0.5592,0.5592,0.4882,1,0,0
2025-05-18,STL,KCR,KCR,KCR,0.5295,0.5295,0.5181,1,0,KCR,0.5605,0.5605,0.4868,1,0,0
2025-05-18,MIN,MIL,MIL,MIL,0.5379,0.5379,0.5097,1,0,MIN,0.5397,0.5078,0.5397,0,1,1
2025-05-18,CHW,CHC,CHC,CHC,0.5468,0.5468,0.5007,1,0,CHC,0.5477,0.5477,0.4998,1,0,0
2025-05-18,OAK,SFG,SFG,SFG,0.5409,0.5409,0.5067,1,0,SFG,0.552,0.552,0.4955,1,0,0
2025-05-18,COL,ARI,ARI,ARI,0.534,0.534,0.5136,1,0,COL,0.5293,0.5183,0.5293,0,1,1
2025-05-18,LAA,LAD,LAA,LAD,0.5642,0.5642,0.4831,0,0,LAD,0.6015,0.6015,0.445,0,0,0
2025-05-18,SEA,SDP,SEA,SDP,0.5248,0.5248,0.5228,0,0,SDP,0.5298,0.5298,0.5178,0,0,0
2025-05-18,NYM,NYY,NYY,NYY,0.551,0.551,0.4965,1,0,NYY,0.5658,0.5658,0.4815,1,0,0
2025-05-19,CIN,PIT,CIN,PIT,0.524,0.524,0.5237,0,0,PIT,0.5267,0.5267,0.521,0,0,0
2025-05-19,CHC,MIA,MIA,CHC,0.533,0.5146,0.533,0,0,MIA,0.5314,0.5314,0.5162,1,1,1
2025-05-19,NYM,BOS,BOS,BOS,0.5389,0.5389,0.5086,1,0,BOS,0.5394,0.5394,0.5082,1,0,0
2025-05-19,HOU,TBR,HOU,TBR,0.5256,0.5256,0.522,0,0,HOU,0.5435,0.5041,0.5435,1,1,1
2025-05-19,CLE,MIN,MIN,CLE,0.5406,0.507,0.5406,0,0,CLE,0.5489,0.4986,0.5489,0,0,0
2025-05-19,SEA,CHW,SEA,SEA,0.5472,0.5003,0.5472,1,0,SEA,0.5625,0.4849,0.5625,1,0,0
2025-05-19,BAL,MIL,MIL,MIL,0.5496,0.5496,0.4979,1,0,MIL,0.5451,0.5451,0.5025,1,0,0
2025-05-19,DET,STL,STL,STL,0.5392,0.5392,0.5083,1,0,STL,0.548,0.548,0.4996,1,0,0
2025-05-19,PHI,COL,PHI,PHI,0.5462,0.5014,0.5462,1,0,PHI,0.5499,0.4976,0.5499,1,0,0
2025-05-19,KCR,SFG,KCR,KCR,0.5272,0.5204,0.5272,1,0,KCR,0.5446,0.5029,0.5446,1,0,0
2025-05-19,LAA,OAK,LAA,OAK,0.5564,0.5564,0.491,0,0,OAK,0.5667,0.5667,0.4805,0,0,0
2025-05-19,ARI,LAD,ARI,LAD,0.5432,0.5432,0.5043,0,0,LAD,0.577,0.577,0.47,0,0,0
2025-05-20,CIN,PIT,PIT,PIT,0.5274,0.5274,0.5202,1,0,PIT,0.532,0.532,0.5156,1,0,0
2025-05-20,CHC,MIA,CHC,CHC,0.5342,0.5133,0.5342,1,0,MIA,0.5287,0.5287,0.5189,0,1,1
2025-05-20,NYM,BOS,BOS,BOS,0.5424,0.5424,0.5052,1,0,BOS,0.5435,0.5435,0.5041,1,0,0
2025-05-20,ATL,WAS,WAS,WAS,0.5283,0.5283,0.5193,1,0,ATL,0.5479,0.4996,0.5479,0,1,1
2025-05-20,HOU,TBR,TBR,TBR,0.5273,0.5273,0.5203,1,0,HOU,0.5423,0.5053,0.5423,0,1,1
2025-05-20,TEX,NYY,NYY,NYY,0.5437,0.5437,0.5038,1,0,NYY,0.5723,0.5723,0.4748,1,0,0
2025-05-20,SDP,TOR,TOR,SDP,0.5257,0.5219,0.5257,0,0,SDP,0.5508,0.4967,0.5508,0,0,0
2025-05-20,SEA,CHW,CHW,SEA,0.5454,0.5022,0.5454,0,0,SEA,0.5602,0.4872,0.5602,0,0,0
2025-05-20,BAL,MIL,MIL,MIL,0.5472,0.5472,0.5003,1,0,MIL,0.55,0.55,0.4975,1,0,0
2025-05-20,DET,STL,DET,STL,0.5411,0.5411,0.5065,0,0,STL,0.5528,0.5528,0.4947,0,0,0
2025-05-20,PHI,COL,PHI,PHI,0.5507,0.4968,0.5507,1,0,PHI,0.5549,0.4926,0.5549,1,0,0
2025-05-20,KCR,SFG,SFG,KCR,0.5274,0.5202,0.5274,0,0,KCR,0.5448,0.5027,0.5448,0,0,0
2025-05-20,LAA,OAK,LAA,OAK,0.5565,0.5565,0.4909,0,0,OAK,0.5658,0.5658,0.4815,0,0,0
2025-05-20,ARI,LAD,LAD,LAD,0.5431,0.5431,0.5044,1,0,LAD,0.5777,0.5777,0.4693,1,0,0
2025-05-21,CIN,PIT,PIT,PIT,0.5239,0.5239,0.5237,1,0,PIT,0.5346,0.5346,0.513,1,0,0
2025-05-21,HOU,TBR,TBR,TBR,0.5289,0.5289,0.5187,1,0,HOU,0.542,0.5055,0.542,0,1,1
2025-05-21,CLE,MIN,MIN,CLE,0.5411,0.5065,0.5411,0,0,CLE,0.5465,0.501,0.5465,0,0,0
2025-05-21,CHC,MIA,CHC,CHC,0.5343,0.5133,0.5343,1,0,CHC,0.5244,0.5233,0.5244,1,0,0
2025-05-21,BAL,MIL,BAL,MIL,0.5465,0.5465,0.5011,0,0,MIL,0.546,0.546,0.5015,0,0,0
2025-05-21,DET,STL,DET,STL,0.5414,0.5414,0.5061,0,0,STL,0.5528,0.5528,0.4947,0,0,0
2025-05-21,SEA,CHW,SEA,SEA,0.5446,0.503,0.5446,1,0,SEA,0.5575,0.4899,0.5575,1,0,0
2025-05-21,KCR,SFG,KCR,KCR,0.5268,0.5209,0.5268,1,0,KCR,0.5441,0.5034,0.5441,1,0,0
2025-05-21,CLE,MIN,CLE,CLE,0.5411,0.5065,0.5411,1,0,CLE,0.5465,0.501,0.5465,1,0,0
2025-05-21,NYM,BOS,NYM,BOS,0.5422,0.5422,0.5054,0,0,BOS,0.5455,0.5455,0.502,0,0,0
2025-05-21,TEX,NYY,NYY,NYY,0.5442,0.5442,0.5034,1,0,NYY,0.572,0.572,0.4751,1,0,0
2025-05-21,SDP,TOR,TOR,SDP,0.5264,0.5212,0.5264,0,0,SDP,0.5522,0.4953,0.5522,0,0,0
2025-05-21,PHI,COL,PHI,PHI,0.5529,0.4945,0.5529,1,0,PHI,0.5565,0.4909,0.5565,1,0,0
2025-05-21,LAA,OAK,LAA,OAK,0.5554,0.5554,0.492,0,0,OAK,0.5643,0.5643,0.483,0,0,0
2025-05-21,ARI,LAD,LAD,LAD,0.5439,0.5439,0.5037,1,0,LAD,0.5794,0.5794,0.4676,1,0,0
2025-05-22,TEX,NYY,NYY,NYY,0.5437,0.5437,0.5038,1,0,NYY,0.5715,0.5715,0.4757,1,0,0
2025-05-22,SDP,TOR,TOR,SDP,0.5251,0.5225,0.5251,0,0,SDP,0.5471,0.5005,0.5471,0,0,0
2025-05-22,PHI,COL,PHI,PHI,0.5494,0.4981,0.5494,1,0,PHI,0.5534,0.494,0.5534,1,0,0
2025-05-22,LAA,OAK,LAA,OAK,0.5556,0.5556,0.4918,0,0,OAK,0.5625,0.5625,0.4848,0,0,0
2025-05-22,CLE,DET,CLE,CLE,0.5394,0.5082,0.5394,1,0,CLE,0.5639,0.4834,0.5639,1,0,0
2025-05-22,MIL,PIT,MIL,PIT,0.525,0.525,0.5227,0,0,PIT,0.5581,0.5581,0.4893,0,0,0
2025-05-22,ATL,WAS,WAS,WAS,0.5279,0.5279,0.5197,1,0,ATL,0.5463,0.5012,0.5463,0,1,1
2025-05-22,SEA,HOU,HOU,SEA,0.5343,0.5133,0.5343,0,0,SEA,0.5421,0.5055,0.5421,0,0,0
2025-05-23,BAL,BOS,BOS,BOS,0.5494,0.5494,0.4981,1,0,BOS,0.5745,0.5745,0.4726,1,0,0
2025-05-23,CHC,CIN,CHC,CHC,0.5255,0.5221,0.5255,1,0,CIN,0.5344,0.5344,0.5132,0,1,1
2025-05-23,MIL,PIT,PIT,MIL,0.524,0.5236,0.524,0,0,PIT,0.556,0.556,0.4914,1,1,1
2025-05-23,SFG,WAS,SFG,SFG,0.5304,0.5172,0.5304,1,0,SFG,0.5428,0.5047,0.5428,1,0,0
2025-05-23,TOR,TBR,TBR,TBR,0.5279,0.5279,0.5197,1,0,TOR,0.5369,0.5107,0.5369,0,1,1
2025-05-23,CLE,DET,CLE,CLE,0.5399,0.5077,0.5399,1,0,CLE,0.5642,0.4831,0.5642,1,0,0
2025-05-23,LAD,NYM,LAD,LAD,0.5317,0.5159,0.5317,1,0,LAD,0.5566,0.4908,0.5566,1,0,0
2025-05-23,SDP,ATL,SDP,SDP,0.5293,0.5183,0.5293,1,0,SDP,0.5271,0.5205,0.5271,1,0,0
2025-05-23,TEX,CHW,CHW,TEX,0.5358,0.5118,0.5358,0,0,CHW,0.527,0.527,0.5206,1,1,1
